Electrical Fixture Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Circuit Number,Classification Number,Classification Title,Comments,Cost,Count,Description,Electrical Data,Elevation from Level,Enlarged Views Only,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Model,Panel,Phase Created,Phase Demolished,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,0InKO$aSz2yQz3IoT3qavm,,,L3,,276,,P303,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0InKO$aSz2yQz3IoT3qa7I,,,L3,,277,,P303,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qa4Y,,,L3,,278,,P303,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0InKO$aSz2yQz3IoT3qa4O,,,L3,,279,,P303,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQSp,,,L3,,280,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQS7,,,L3,,281,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQV2,,,L3,,282,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQG4,,,L3,,283,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQI6,,,L3,,284,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQMY,,,L3,,285,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPQME,,,L3,,286,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRik,,,L3,,287,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRiB,,,L3,,288,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRkT,,,L3,,289,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRXJ,,,L3,,290,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRW2,,,L3,,291,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRZy,,,L3,,292,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRY3,,,L3,,293,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRbs,,,L3,,294,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRde,,,L3,,295,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRc2,,,L3,,296,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0sF20$DwD1vgjFB4ASPRv_,,,L3,,297,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0sF20$DwD1vgjFB4ASPRxn,,,L3,,298,,P301,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHeh,,,L3,,299,,P204,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHgC,,,L3,,300,,P204,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHhy,,,L3,,301,,P204,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHk3,,,L3,,302,,P204,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHMv,,,L3,,303,,P300,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHNi,,,L3,,304,,P300,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3efswn5OvAgP4OL1$fgHOu,,,L3,,305,,P300,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0LEwv$QX10uQybsOks8LsA,,,L2,,306,,P205,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,13,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0LEwv$QX10uQybsOks8Lt9,,,L2,,307,,P205,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3ssnQ$Zqz0teXfqqzNeV9G,,,L5,,308,,P506,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3ssnQ$Zqz0teXfqqzNeSsr,,,L5,,309,,P506,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,3ssnQ$Zqz0teXfqqzNeSmJ,,,L5,,310,,P506,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,3ssnQ$Zqz0teXfqqzNeS$C,,,L5,,311,,P506,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,8,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3ssnQ$Zqz0teXfqqzNeSyp,,,L5,,312,,P506,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWfJ,,,L4,,313,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWeu,,,L4,,314,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWdb,,,L4,,315,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,2jEL9ibH999OK9kpTkEWaz,,,L4,,316,,P406,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWZR,,,L4,,317,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWWn,,,L4,,318,,P406,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEWVr,,,L4,,319,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,2jEL9ibH999OK9kpTkEWR6,,,L4,,320,,P406,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEWNq,,,L4,,321,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,2jEL9ibH999OK9kpTkEWMg,,,L4,,322,,P406,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEWLj,,,L4,,323,,P406,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWH4,,,L4,,324,,P404,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWHT,,,L4,,325,,P404,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWBS,,,L4,,326,,P404,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEWAI,,,L4,,327,,P404,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEW96,,,L4,,328,,P404,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEW20,,,L4,,329,,P404,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,2jEL9ibH999OK9kpTkEX$N,,,L4,,330,,P404,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEXzV,,,L4,,331,,P404,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,2jEL9ibH999OK9kpTkEXty,,,L4,,332,,P404,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEXt6,,,L4,,333,,P404,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnZ,,,L4,,334,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnz,,,L4,,335,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXn_,,,L4,,336,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXn$,,,L4,,337,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnu,,,L4,,338,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnv,,,L4,,339,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnx,,,L4,,340,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnq,,,L4,,341,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnr,,,L4,,342,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnt,,,L4,,343,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnn,,,L4,,344,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnp,,,L4,,345,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnD,,,L4,,346,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXnF,,,L4,,347,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2jEL9ibH999OK9kpTkEXn6,,,L4,,351,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2jEL9ibH999OK9kpTkEXn7,,,L4,,352,,P401,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0yHoqLnWT24BT6gs_Vu6ix,,,L4,,353,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0yHoqLnWT24BT6gs_Vu6io,,,L4,,354,,P401,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0yHoqLnWT24BT6gs_Vu6h0,,,L3,,355,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,0yHoqLnWT24BT6gs_Vu6hR,,,L3,,356,,P301,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,1,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Standard,,2CK$2PjyHFIxvmq5ExM4vP,,,L4,,357,,P408,New Construction,None,Standard,,,3lAjmFWRfDlRceYN7PhLke,,,
,,,7,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,2CK$2PjyHFIxvmq5ExM4u5,,,L4,,358,,P408,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,2,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0GqqDoX2T0IgNENRpJyWhm,,,L3,,359,,P309,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,0GqqDoX2T0IgNENRpJyWKx,,,L3,,360,,P309,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,3,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: Counter Top,,0GqqDoX2T0IgNENRpJyWKm,,,L3,,361,,P309,New Construction,None,Counter Top,,,2CTEMFkBXCdewbyEowT_As,,,
,,,14,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0GqqDoX2T0IgNENRpJyWHv,,,L1 - Block 35,,362,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,14,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0GqqDoX2T0IgNENRpJyWGU,,,L1 - Block 35,,363,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,14,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Weather Proof Receptacle,Weather Proof Receptacle: Standard,,0GqqDoX2T0IgNENRpJyWTb,,,L1 - Block 35,,364,,P102,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLrJ3,,,
,,,14,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,11l$wRRbvBzO7JWOm$J8aE,,,L2,,365,,P205,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,1,23.80.00.00,,,,1,,120 V/1-0 VA,20' - 9",,,,,By Type,,Default,,Electrical Fixtures - Unbalanced Power Connector,Electrical Fixtures - Unbalanced Power Connector: 120 V,,08hP0J1MT868vsMitAxdmk,,,L2,,366,,P106/7,New Construction,None,120 V,,,1QV96iCXbDtwK1tCLueEm7,,,
,,,7,9,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSEPO,,,L4,,367,,P410,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,4,23.80.50.11.17,,,,1,,120 V/1-180 VA,1' - 6",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3IPTUVRvP2tRVKLJVNSDaB,,,L4,,368,,P409,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
,,,6,8,23.80.50.11.17,,,,1,,220 V/2-180 VA,1' - 6",,,,,By Type,,Default,,High Voltage Receptacle,High Voltage Receptacle: Standard,,3IPTUVRvP2tRVKLJVNSDYy,,,L4,,369,,P409,New Construction,None,Standard,,,3LPhih2fj8yueK3tIyLhvw,,,
,,,5,23.80.50.11.17,,,,1,,120 V/1-180 VA,4' - 0",,,,,By Type,,Default,,Duplex Receptacle,Duplex Receptacle: GFCI,,3IPTUVRvP2tRVKLJVNSDi_,,,L4,,370,,P409,New Construction,None,GFCI,,,3lAjmFWRfDlRceYN7PhLkg,,,
