Air Terminal Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Flow,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Max Flow,Min Flow,Model,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf7h,,,L3,,600,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 12,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf6N,,,L3,,601,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 12,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf6E,,,L3,,602,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 12,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf63,,,L3,,603,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 12,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf6f,,,L3,,604,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 12,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf0V,,,L3,,605,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 11,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf0F,,,L3,,606,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 11,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf0x,,,L3,,607,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 11,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf0y,,,L3,,608,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 11,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUf3l,,,L3,,609,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 4,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUf22,,,L3,,610,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 4,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUfSg,,,L3,,611,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 10,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUfVZ,,,L3,,612,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 10,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUfPH,,,L3,,613,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 10,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,171bpfi_LEggAtV8KFUfPX,,,L3,,614,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 10,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Abvr,,,L4,,615,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 43,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AbtP,,,L4,,616,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 22,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Abtl,,,L4,,617,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 22,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Abs8,,,L4,,618,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 22,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Absr,,,L4,,619,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 22,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 1 1/2",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Abq1,,,L4,,620,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 41,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Abot,,,L4,,621,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 39,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Abm$,,,L4,,622,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 20,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Abmh,,,L4,,623,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 20,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaFN,,,L4,,624,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 20,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaEH,,,L4,,625,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 28,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaE_,,,L4,,626,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 28,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaEl,,,L4,,627,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 28,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 6",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaDB,,,L4,,628,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 28,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91AaDY,,,L4,,629,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 56,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaBL,,,L4,,630,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 27,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaB0,,,L4,,631,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 27,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 1 19/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaAR,,,L4,,632,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 27,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91AaAo,,,L4,,633,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 54,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa9o,,,L4,,634,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 25,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa9a,,,L4,,635,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 25,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa8V,,,L4,,636,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 25,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,11' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa8B,,,L4,,637,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 25,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Aa8W,,,L4,,638,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 48,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa5C,,,L4,,639,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa5b,,,L4,,640,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa4U,,,L4,,641,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa4i,,,L4,,642,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa3w,,,L4,,643,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91Aa2U,,,L4,,644,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 24,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Aa1A,,,L4,,645,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 47,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0ehANMXwj2txSXAM91Aa09,,,L4,,646,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 45,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaUG,,,L4,,647,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaUn,,,L4,,648,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaTK,,,L4,,649,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaT6,,,L4,,650,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaTZ,,,L4,,651,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaRJ,,,L4,,652,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,0ehANMXwj2txSXAM91AaQ8,,,L4,,653,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 23,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqqR,,,L5,,654,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqqN,,,L5,,655,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqr8,,,L5,,656,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqr5,,,L5,,657,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqrW,,,L5,,658,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqsh,,,L5,,659,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,400 CFM,,1R9g75Iv9DHgU1sEBTvqtQ,,,L5,,660,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 29,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvqmP,,,L5,,661,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 58,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,1R9g75Iv9DHgU1sEBTvqnQ,,,L5,,662,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 61,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
