Duct Fitting Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Free Size,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,Keynote,Level,Lining Thickness,Lining Type,Manufacturer,Mark,Model,Overall Size,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL,Volume
,,,,23.75.70.14,,,,1,No,,10' - 0 11/32",,,,By Type,,Default,,Rectangular Endcap,Rectangular Endcap: Standard,24"x4",,0d1xlIsmn0D9DcDwK83sC_,,0",,,L2,0",,,,,24"x4",New Construction,None,24"x4",,Supply Air,Mechanical Supply Air 2,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aimU,,,,0.06 CF
,,,,23.75.70.14,,,,1,No,,9' - 6",,,,By Type,,Default,,Rectangular Tee,Rectangular Tee: Standard,8"x24"-4"x24"-4"x24",,0d1xlIsmn0D9DcDwK83sDV,,0",,,L2,0",,,,,8"x24"-4"x24"-4"x24",New Construction,None,8"x24"-4"x24"-4"x24",,Supply Air,Mechanical Supply Air 2,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aiHq,,,,0.67 CF
3 SF,,,,23.75.70.14,,,,1,No,,9' - 6",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 60 Degree,24"x8"-8"ø,,0d1xlIsmn0D9DcDwK83sDQ,,0",,,L2,0",,,,,24"x8"-8"ø,New Construction,None,24"x8"-8"ø,,Supply Air,Mechanical Supply Air 2,Supply Air,60 Degree,,,1qeKH8MwjCTgLkTOQ9aZBG,,,,0.99 CF
,,,,23.75.70.14,,,,1,No,,9' - 6 5/32",,,,By Type,,Default,,Rectangular Tee,Rectangular Tee: Standard,8"x24"-4"x24"-4"x24",,0d1xlIsmn0D9DcDwK83sMB,,0",,,L2,0",,,,,8"x24"-4"x24"-4"x24",New Construction,None,8"x24"-4"x24"-4"x24",,Supply Air,Mechanical Supply Air 2,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aiHq,,,,0.67 CF
2 SF,,,,23.75.70.14,,,,1,No,,9' - 6 5/32",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 80 Degree,24"x8"-8"ø,,0d1xlIsmn0D9DcDwK83sM7,,0",,,L2,0",,,,,24"x8"-8"ø,New Construction,None,24"x8"-8"ø,,Supply Air,Mechanical Supply Air 2,Supply Air,80 Degree,,,0d1xlIsmn0D9DcDwK83sGr,,,,0.68 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 6 5/32",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,0d1xlIsmn0D9DcDwK83sew,,0",,,L2,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 2,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,36WXWxVqz9DQ5M2GfozrYS,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 4,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,36WXWxVqz9DQ5M2Gfozrbh,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 4,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,36WXWxVqz9DQ5M2Gfozrbm,,0",,,L3,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2Gfozrck,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 37,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozrcL,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2Gfozre7,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2Gfozre3,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 11 27/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozrgT,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozrlN,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2Gfozrkf,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2Gfozrkz,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozqHz,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozqHV,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,11' - 11 27/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozqHR,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,36WXWxVqz9DQ5M2GfozqNF,,0",,,L3,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 37,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDyl,,0",,,L3,0",,,,,8"ø-8"ø-8"ø,New Construction,None,8"ø-8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.42 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 1/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDYu,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 1/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDYq,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 1/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDYV,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 1/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDXX,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDXb,,0",,,L3,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 11 9/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDlr,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.24 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 11 9/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDI3,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.37 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 11 9/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,6"ø-6"ø,,0CW5ZygHT5FfccaQkMoDHC,,0",,,L2,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.08 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 3 3/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,6"ø-6"ø,,0CW5ZygHT5FfccaQkMoDM$,,0",,,L2,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.08 CF
0 SF,,,,23.75.70.14,,,,1,Yes,,8' - 11 9/16",,,,By Type,,Default,,Round Transition - Angle,Round Transition - Angle: 45 Degree,8"ø-6"ø,,0CW5ZygHT5FfccaQkMoDLX,,0",,,L2,0",,,,,8"ø-6"ø,New Construction,None,8"ø-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aX93,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 3 3/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,0CW5ZygHT5FfccaQkMoDRu,,0",,,L2,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.08 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 7 19/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,6"ø-6"ø,,0CW5ZygHT5FfccaQkMoDRr,,0",,,L2,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.08 CF
0 SF,,,,23.75.70.14,,,,1,Yes,,8' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"x6"-6"ø,,0CW5ZygHT5FfccaQkMoDRL,,0",,,L2,0",,,,,6"x6"-6"ø,New Construction,None,6"x6"-6"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 11 9/16",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,0CW5ZygHT5FfccaQkMoDR7,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 3,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.37 CF
,,,,23.75.70.14,,,,1,No,,9' - 8 5/32",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,0CW5ZygHT5FfccaQkMoD0r,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 5,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,9' - 8 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0CW5ZygHT5FfccaQkMoD1q,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 2,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 3 3/8",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,6"ø-6"ø,,0CW5ZygHT5FfccaQkMoD8r,,0",,,L2,0",,,,,6"ø-6"ø,New Construction,None,6"ø-6"ø,,Supply Air,Mechanical Supply Air 6,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.08 CF
0 SF,,,,23.75.70.14,,,,1,Yes,,8' - 1 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"x6"-6"ø,,0CW5ZygHT5FfccaQkMoDEx,,0",,,L2,0",,,,,6"x6"-6"ø,New Construction,None,6"x6"-6"ø,,Supply Air,Mechanical Supply Air 6,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0CW5ZygHT5FfccaQkMoE$v,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 7,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,9' - 8 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0CW5ZygHT5FfccaQkMoE$$,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 7,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,9' - 8 5/32",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0CW5ZygHT5FfccaQkMoEdd,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 2,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,8' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,0CW5ZygHT5FfccaQkMoEaR,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 2,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,No,,8' - 0",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,20hMZHm2HFUApm3Yl$vPIi,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 6,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,3' - 6 3/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,20hMZHm2HFUApm3Yl$vPQE,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,3' - 6 3/4",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,8"ø-8"ø,,20hMZHm2HFUApm3Yl$vP1T,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.37 CF
,,,,23.75.70.14,,,,1,No,,3' - 6 3/4",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,20hMZHm2HFUApm3Yl$vP2a,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,3' - 6 3/4",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,20hMZHm2HFUApm3Yl$vP2x,,0",,,L2,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
0 SF,,,,23.75.70.14,,,,1,Yes,,1' - 0 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"x6"-6"ø,,20hMZHm2HFUApm3Yl$vP3o,,0",,,L2,0",,,,,6"x6"-6"ø,New Construction,None,6"x6"-6"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,3' - 6 3/4",,,,By Type,,Default,,Round Tee,Round Tee: Standard,8"ø-8"ø-6"ø,,20hMZHm2HFUApm3Yl$vP39,,0",,,L2,0",,,,,8"ø-8"ø-6"ø,New Construction,None,8"ø-8"ø-6"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aX$W,,,,0.33 CF
0 SF,,,,23.75.70.14,,,,1,No,,1' - 0 5/16",,,,By Type,,Default,,Rectangular to Round Transition - Angle,Rectangular to Round Transition - Angle: 45 Degree,6"x6"-6"ø,,20hMZHm2HFUApm3Yl$vP48,,0",,,L2,0",,,,,6"x6"-6"ø,New Construction,None,6"x6"-6"ø,,Supply Air,Mechanical Supply Air 8,Supply Air,45 Degree,,,1qeKH8MwjCTgLkTOQ9aZBE,,,,0.03 CF
,,,,23.75.70.14,,,,1,No,,8' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,20hMZHm2HFUApm3Yl$vOiF,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 34,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,8' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,20hMZHm2HFUApm3Yl$vOiV,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 34,Exhaust Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,20hMZHm2HFUApm3Yl$vOkG,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 9,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.07 CF
,,,,23.75.70.14,,,,1,No,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_ssf,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 1,Exhaust Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_slP,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 10,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,9' - 1",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_sap,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 1,Exhaust Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_sWl,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 10,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.04 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_vQJ,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Supply Air,Mechanical Supply Air 10,Supply Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,No,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1 D,4"ø-4"ø,,1GxKgJIob0UeqSCp$F_vR4,,0",,,L2,0",,,,,4"ø-4"ø,New Construction,None,4"ø-4"ø,,Exhaust Air,Mechanical Exhaust Air 1,Exhaust Air,1 D,,,1qeKH8MwjCTgLkTOQ9aYp$,,,,0.05 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1GxKgJIob0UeqSCp$F_vNF,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Return Air,Mechanical Return Air 7,Return Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.55 CF
,,,,23.75.70.14,,,,1,No,,7' - 9",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,1GxKgJIob0UeqSCp$F_vGx,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Return Air,Mechanical Return Air 7,Return Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1GxKgJIob0UeqSCp$F_vGF,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 11,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Round Elbow,Round Elbow: 1.5 D,8"ø-8"ø,,1GxKgJIob0UeqSCp$F_vHt,,0",,,L2,0",,,,,8"ø-8"ø,New Construction,None,8"ø-8"ø,,Supply Air,Mechanical Supply Air 11,Supply Air,1.5 D,,,1qeKH8MwjCTgLkTOQ9aYpz,,,,0.27 CF
,,,,23.75.70.14,,,,1,No,,7' - 9",,,,By Type,,Default,,Round Endcap,Round Endcap: Standard,8"ø,,1GxKgJIob0UeqSCp$F_vHv,,0",,,L2,0",,,,,8"ø,New Construction,None,8"ø,,Supply Air,Mechanical Supply Air 11,Supply Air,Standard,,,1qeKH8MwjCTgLkTOQ9aY3E,,,,0.03 CF
