Wall Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorptance,Angle From Vertical,Area,Assembly Code,Assembly Description,Assembly Name,Base Constraint,Base Offset,Bottom Width,Comments,Cost,Count,Cross-Section,Default Exterior Angle,Default Interior Angle,Description,Enable Angle Overrides,Estimated Reinforcement Volume,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Exterior Angle,Family,Family and Type,Family Thumbnail,Fire Rating,Function,Heat Transfer Coefficient (U),IFC Predefined Type,IfcGUID,Image,Interior Angle,Keynote,Length,Manufacturer,Mark,Model,Phase Created,Phase Demolished,Rebar Cover,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Rebar Cover - Other Faces,Roughness,Structural Material,Structural Usage,Thermal Mass,Thermal Resistance (R),Top Constraint,Top Offset,Top Width,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,Unconnected Height,URL,Volume,Width,Width Measured At
0.7,,19 SF,B2010,Exterior Walls,,L3,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqe9N,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L2,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqevJ,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L2,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqevI,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L4,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqewA,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L4,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqewL,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L3,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqexD,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L3,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$AaqexC,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L5,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqea4,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L5,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqea7,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L4,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqeb$,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L4,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqeb_,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L5,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqecs,,,,11' - 8 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.85 CF,0' - 4 1/4",
0.7,,19 SF,B2010,Exterior Walls,,L5,8' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1dKu5zsdHE_A8Pn$Aaqecn,,,,11' - 9 1/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Unconnected,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,1' - 7 1/2",,6.67 CF,0' - 4 1/4",
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2sZrw6C5b5Ih3WSLyhiEuB,,,,17' - 11 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,28.01 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2sZrw6C5b5Ih3WSLyhiEu3,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,41.82 CF,0' - 10 1/2",
0.7,,49 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSGH,,,,27' - 1 7/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,41.79 CF,0' - 10 1/2",
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L5,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSGP,,,,17' - 11 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L5,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,28.01 CF,0' - 10 1/2",
0.7,,43 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSHt,,,,24' - 6 3/8",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,37.69 CF,0' - 10 1/2",
0.7,,32 SF,C1010145,Partitions - Drywall w/ Metal Stud,,R2,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSHq,,,,17' - 11 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: R2,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,28.01 CF,0' - 10 1/2",
0.7,,39 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSic,,,,21' - 10",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,26.49 CF,0' - 9 1/4",
0.7,,24 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSid,,,,14' - 0 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,21.03 CF,0' - 10 1/2",
0.7,,36 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSip,,,,20' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,24.07 CF,0' - 9 1/4",
0.7,,33 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSim,,,,19' - 2 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,29.18 CF,0' - 10 1/2",
0.7,,30 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSi_,,,,17' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,20.43 CF,0' - 9 1/4",
0.7,,29 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSi$,,,,16' - 7 1/4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,25.26 CF,0' - 10 1/2",
0.7,,36 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap 9 1/4" (One Side),,2 HR,Interior,0.0215 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSiB,,,,21' - 1 13/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,1.4471 BTU/(ft²·°F),46.4303 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap 9 1/4" (One Side),,,0a6T$5n7X4fAlDdhFoNETY,,,1' - 9 1/2",,24.43 CF,0' - 9 1/4",
0.7,,39 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2xoycrPpH7EOfiZC0iDSi8,,,,22' - 4 9/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,34.32 CF,0' - 10 1/2",
0.7,,41 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2jg$LpiXP4uAnmZpMT4qkJ,,,,23' - 10",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,35.83 CF,0' - 10 1/2",
0.7,,34 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2jg$LpiXP4uAnmZpMT4qkd,,,,19' - 4",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,29.54 CF,0' - 10 1/2",
0.7,,28 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2jg$LpiXP4uAnmZpMT4qkj,,,,15' - 8 7/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,24.41 CF,0' - 10 1/2",
0.7,,29 SF,C1010145,Partitions - Drywall w/ Metal Stud,,L4,-2' - 3 1/2",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Soffit - Beam Wrap (Both Sides),,2 HR,Interior,0.0214 BTU/(h·ft²·°F),,2jg$LpiXP4uAnmZpMT4qkn,,,,16' - 6 15/16",,,,New Construction,None,,,,,3,Metal Stud Layer,Non-bearing,2.8823 BTU/(ft²·°F),46.7076 (h·ft²·°F)/BTU,Up to level: L4,-0' - 6",,Soffit - Beam Wrap (Both Sides),,,0a6T$5n7X4fAlDdhFoNEVx,,,1' - 9 1/2",,25.79 CF,0' - 10 1/2",
0.7,,52 SF,B2010,Exterior Walls,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeHA,,,,4' - 2 3/8",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,18.16 CF,0' - 4 1/4",
0.7,,53 SF,B2010,Exterior Walls,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeHX,,,,4' - 1 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,18.84 CF,0' - 4 1/4",
0.7,,38 SF,B2010,Exterior Walls,,L5,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeEJ,,,,3' - 7 27/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: R2,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,13.39 CF,0' - 4 1/4",
0.7,,47 SF,B2010,Exterior Walls,,L4,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeFP,,,,3' - 7 15/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,16.66 CF,0' - 4 1/4",
0.7,,39 SF,B2010,Exterior Walls,,L4,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeFO,,,,3' - 7 5/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L5,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,13.70 CF,0' - 4 1/4",
0.7,,54 SF,B2010,Exterior Walls,,L3,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeCF,,,,4' - 1 15/16",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L4,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,18.93 CF,0' - 4 1/4",
0.7,,38 SF,B2010,Exterior Walls,,L3,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeCE,,,,3' - 6 17/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L4,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,13' - 4",,13.39 CF,0' - 4 1/4",
0.7,,100 SF,B2010,Exterior Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeCc,,,,4' - 11 3/4",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L3,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,18' - 10",,35.57 CF,0' - 4 1/4",
0.7,,62 SF,B2010,Exterior Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeCf,,,,3' - 11 25/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L3,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,18' - 10",,21.84 CF,0' - 4 1/4",
0.7,,74 SF,B2010,Exterior Walls,,L1 - Block 43,0' - 0",,,,1,Vertical,,,,,,,,,By Type,,Default,,,Basic Wall,Basic Wall: Chase - GWB & Metal Stud 4 1/4",,,Soffit,6.6534 BTU/(h·ft²·°F),,1T5Wcb3F14If4LK98pJeA9,,,,4' - 7 21/32",,,,New Construction,None,,,,,3,Metal Furring,Non-bearing,17.6896 BTU/(ft²·°F),0.1503 (h·ft²·°F)/BTU,Up to level: L3,0' - 0",,Chase - GWB & Metal Stud 4 1/4",,,3FDTNrVMX5CROAaE1LHtAP,,S03,18' - 10",,26.21 CF,0' - 4 1/4",
